fid,OBJECTID,COUNTRY,CITIES,FUA_OR_CIT,CODE2012,ITEM2012,PROD_DATE,IDENT,AREA,Pop2012,fid_2,cat,value
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238524,467551,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238742,467306,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238521,467081,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238743,468820,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238744,467773,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238745,469090,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238746,468034,9
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238747,468544,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238748,468821,10
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238749,467774,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238750,467552,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238751,468822,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238752,469091,8
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238753,467775,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238754,468291,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238755,468823,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238756,469092,8
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238757,469583,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238649,468036,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238651,468294,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238646,467778,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238647,468037,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238650,468295,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238643,467779,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238648,468038,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238644,467557,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238645,467780,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245744,467781,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245745,467782,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245746,467783,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245747,467784,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245748,467785,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245749,467558,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245750,467786,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245751,468039,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",245752,468040,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237846,466128,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237896,466819,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238527,465219,8
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238736,465903,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238738,465455,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238526,464785,10
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238529,465453,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",238734,465454,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237847,465904,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237850,465689,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237845,466125,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237855,465456,7
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237851,465906,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237858,465220,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237856,465457,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237854,465690,4
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237852,465907,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237857,465458,8
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237848,466126,6
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237849,466127,5
1299,55717,IE,Dublin,IE001L1,"11220",Discontinuous medium density urban fabric (S.L. : 30% - 50%),"2018",55716-IE001L1,38828.233451000000059,"111",237853,465908,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264878,469353,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264882,468837,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264886,468838,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264888,468562,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264880,469354,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264891,468308,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264879,469593,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264877,469592,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264875,469876,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264876,469877,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264918,465012,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264911,466372,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264908,466837,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264917,465229,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264903,467570,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264909,467096,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264913,466141,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264907,467317,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265679,465706,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265680,465474,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265678,466143,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265666,467319,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265999,466608,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266000,466609,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266003,466369,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266005,466140,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266010,464803,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266014,465702,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266015,465471,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266017,465010,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266018,464804,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266019,464801,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266021,464802,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265683,464545,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265684,464808,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265681,465230,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265682,465016,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265667,466838,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265675,466142,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265658,468310,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265674,466611,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265670,466839,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265668,467318,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265665,467803,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265669,466840,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265657,469102,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265663,468049,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265662,468311,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265659,468564,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265672,466841,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265664,468050,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265677,466373,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265673,466612,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265671,467097,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265660,468565,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265676,466613,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265661,468566,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264897,468048,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264901,467802,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264902,467804,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264895,468047,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264893,468309,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264890,468840,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265991,467094,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264885,467095,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264889,468044,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264910,466610,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264921,464544,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264892,468045,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264899,467568,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264883,468835,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264881,469101,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264919,465011,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264904,467314,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264900,467569,9
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264914,465705,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264896,467800,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264923,464805,8
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264894,468046,9
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264905,467315,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264887,468561,8
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264884,468836,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264924,464806,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264898,467801,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264912,466371,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264915,465472,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264920,465014,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264906,467316,8
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264916,465473,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264925,464807,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",264922,465015,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",265998,466836,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266007,466370,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266013,465704,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266022,464543,6
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266023,464542,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266039,468560,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266041,468307,4
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266045,467798,5
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266047,467799,7
1300,55694,IE,Dublin,IE001L1,"11210",Discontinuous dense urban fabric (S.L. : 50% -  80%),"2018",55693-IE001L1,34680.571371400001226,"425",266051,467567,4
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246178,495231,6
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246519,496131,4
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246894,486731,4
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246897,486454,6
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246253,486455,8
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246266,487501,8
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246243,486733,6
1306,56929,IE,Dublin,IE001L1,"12220",Other roads and associated land,"2018",56928-IE001L1,30094.602159900001425,"0",246249,486734,5
